,texto,tokens,texto_preprocesado,bigramas_spacy,texto_lematizado,polaridad
116,mi compromiso es estar cerca de ustedes cada foto representa una historia un momento compartido cada apretón de manos cada sonrisa es una razón más que me impulsa a seguir en este camino esto lo logramos juntas y juntos,"['compromiso', 'cerca', 'ustedes', 'cada', 'foto', 'representa', 'historia', 'momento', 'compartido', 'cada', 'apretón', 'manos', 'cada', 'sonrisa', 'razón', 'impulsa', 'seguir', 'camino', 'logramos', 'juntas', 'juntos']","['compromiso', 'cerca', 'foto', 'representar', 'historia', 'momento', 'compartido', 'apretón', 'mano', 'sonrisa', 'razón', 'impulsar', 'seguir', 'camino', 'lograr', 'junto', 'junto']","[('mi', 'compromiso'), ('compromiso', 'es'), ('es', 'estar'), ('estar', 'cerca'), ('cerca', 'de'), ('de', 'ustedes'), ('ustedes', 'cada'), ('cada', 'foto'), ('foto', 'representa'), ('representa', 'una'), ('una', 'historia'), ('historia', 'un'), ('un', 'momento'), ('momento', 'compartido'), ('compartido', 'cada'), ('cada', 'apretón'), ('apretón', 'de'), ('de', 'manos'), ('manos', 'cada'), ('cada', 'sonrisa'), ('sonrisa', 'es'), ('es', 'una'), ('una', 'razón'), ('razón', 'más'), ('más', 'que'), ('que', 'me'), ('me', 'impulsa'), ('impulsa', 'a'), ('a', 'seguir'), ('seguir', 'en'), ('en', 'este'), ('este', 'camino'), ('camino', 'esto'), ('esto', 'lo'), ('lo', 'logramos'), ('logramos', 'juntas'), ('juntas', 'y'), ('y', 'juntos')]",mi compromiso ser estar cerca de tú cada foto representar uno historia uno momento compartido cada apretón de mano cada sonrisa ser uno razón más que yo impulsar a seguir en este camino este él lograr junto y junto,0.0005654922406573106
119,me considero un líder capaz comprometido y valiente alguien que conoce de cerca los desafíos que enfrentamos alguien que no retrocede ante las dificultades por el contrario las encaro con determinación porque el cariño de ustedes son el motor que me impulsa a seguir adelante la unión hace la fuerza,"['considero', 'líder', 'capaz', 'comprometido', 'valiente', 'alguien', 'conoce', 'cerca', 'desafíos', 'enfrentamos', 'alguien', 'retrocede', 'dificultades', 'contrario', 'encaro', 'determinación', 'cariño', 'ustedes', 'motor', 'impulsa', 'seguir', 'adelante', 'unión', 'hace', 'fuerza']","['considerar', 'líder', 'capaz', 'comprometido', 'valiente', 'alguien', 'conocer', 'cerca', 'desafío', 'enfrentar', 'alguien', 'retroceder', 'dificultad', 'contrario', 'encaro', 'determinación', 'cariño', 'motor', 'impulsar', 'seguir', 'unión', 'fuerza']","[('me', 'considero'), ('considero', 'un'), ('un', 'líder'), ('líder', 'capaz'), ('capaz', 'comprometido'), ('comprometido', 'y'), ('y', 'valiente'), ('valiente', 'alguien'), ('alguien', 'que'), ('que', 'conoce'), ('conoce', 'de'), ('de', 'cerca'), ('cerca', 'los'), ('los', 'desafíos'), ('desafíos', 'que'), ('que', 'enfrentamos'), ('enfrentamos', 'alguien'), ('alguien', 'que'), ('que', 'no'), ('no', 'retrocede'), ('retrocede', 'ante'), ('ante', 'las'), ('las', 'dificultades'), ('dificultades', 'por'), ('por', 'el'), ('el', 'contrario'), ('contrario', 'las'), ('las', 'encaro'), ('encaro', 'con'), ('con', 'determinación'), ('determinación', 'porque'), ('porque', 'el'), ('el', 'cariño'), ('cariño', 'de'), ('de', 'ustedes'), ('ustedes', 'son'), ('son', 'el'), ('el', 'motor'), ('motor', 'que'), ('que', 'me'), ('me', 'impulsa'), ('impulsa', 'a'), ('a', 'seguir'), ('seguir', 'adelante'), ('adelante', 'la'), ('la', 'unión'), ('unión', 'hace'), ('hace', 'la'), ('la', 'fuerza')]",yo considerar uno líder capaz comprometido y valiente alguien que conocer de cerca el desafío que enfrentar alguien que no retroceder ante el dificultad por el contrario el encaro con determinación porque el cariño de tú ser el motor que yo impulsar a seguir adelante el unión hacer el fuerza,2.9922588159418584e-09
122,agradezco infinitamente el apoyo de quienes como yo anhelan que la 4t llegue a jalisco vamos juntas y juntos en este sueño,"['agradezco', 'infinitamente', 'apoyo', 'anhelan', 'llegue', 'jalisco', 'vamos', 'juntas', 'juntos', 'sueño']","['agradecer', 'infinitamente', 'apoyo', 'anhelar', 't', 'llegar', 'jalisco', 'junto', 'junto', 'sueño']","[('agradezco', 'infinitamente'), ('infinitamente', 'el'), ('el', 'apoyo'), ('apoyo', 'de'), ('de', 'quienes'), ('quienes', 'como'), ('como', 'yo'), ('yo', 'anhelan'), ('anhelan', 'que'), ('que', 'la'), ('la', '4'), ('4', 't'), ('t', 'llegue'), ('llegue', 'a'), ('a', 'jalisco'), ('jalisco', 'vamos'), ('vamos', 'juntas'), ('juntas', 'y'), ('y', 'juntos'), ('juntos', 'en'), ('en', 'este'), ('este', 'sueño')]",agradecer infinitamente el apoyo de quien como yo anhelar que el 4 t llegar a jalisco ir junto y junto en este sueño,0.02298942410196575
125,en el salto encontramos amistad confianza y apoyo para defender juntas y juntos la 4t en jalisco gracias por estar a nuestro lado su confianza y cariño son nuestro motor hagamos historia en jalisco,"['salto', 'encontramos', 'amistad', 'confianza', 'apoyo', 'defender', 'juntas', 'juntos', 'jalisco', 'gracias', 'lado', 'confianza', 'cariño', 'motor', 'hagamos', 'historia', 'jalisco']","['salto', 'encontrar', 'amistad', 'confianza', 'apoyo', 'defender', 'junto', 'junto', 't', 'jalisco', 'gracias', 'confianza', 'cariño', 'motor', 'hacer', 'historia', 'jalisco']","[('en', 'el'), ('el', 'salto'), ('salto', 'encontramos'), ('encontramos', 'amistad'), ('amistad', 'confianza'), ('confianza', 'y'), ('y', 'apoyo'), ('apoyo', 'para'), ('para', 'defender'), ('defender', 'juntas'), ('juntas', 'y'), ('y', 'juntos'), ('juntos', 'la'), ('la', '4'), ('4', 't'), ('t', 'en'), ('en', 'jalisco'), ('jalisco', 'gracias'), ('gracias', 'por'), ('por', 'estar'), ('estar', 'a'), ('a', 'nuestro'), ('nuestro', 'lado'), ('lado', 'su'), ('su', 'confianza'), ('confianza', 'y'), ('y', 'cariño'), ('cariño', 'son'), ('son', 'nuestro'), ('nuestro', 'motor'), ('motor', 'hagamos'), ('hagamos', 'historia'), ('historia', 'en'), ('en', 'jalisco')]",en el salto encontrar amistad confianza y apoyo para defender junto y junto el 4 t en jalisco gracias por estar a nuestro lado su confianza y cariño ser nuestro motor hacer historia en jalisco,0.00708474255392141
128,la honestidad me ha llevado a ganarme el respeto y cariño de las personas no tomo a la ligera sus palabras aquí lo que se promete se cumple,"['honestidad', 'llevado', 'ganarme', 'respeto', 'cariño', 'personas', 'tomo', 'ligera', 'palabras', 'promete', 'cumple']","['honestidad', 'llevar', 'ganar yo', 'respeto', 'cariño', 'persona', 'tomo', 'ligero', 'palabra', 'prometer', 'cumplir']","[('la', 'honestidad'), ('honestidad', 'me'), ('me', 'ha'), ('ha', 'llevado'), ('llevado', 'a'), ('a', 'ganarme'), ('ganarme', 'el'), ('el', 'respeto'), ('respeto', 'y'), ('y', 'cariño'), ('cariño', 'de'), ('de', 'las'), ('las', 'personas'), ('personas', 'no'), ('no', 'tomo'), ('tomo', 'a'), ('a', 'la'), ('la', 'ligera'), ('ligera', 'sus'), ('sus', 'palabras'), ('palabras', 'aquí'), ('aquí', 'lo'), ('lo', 'que'), ('que', 'se'), ('se', 'promete'), ('promete', 'se'), ('se', 'cumple')]",el honestidad yo haber llevar a ganar yo el respeto y cariño de el persona no tomo a el ligero su palabra aquí él que él prometer él cumplir,4.739841027567172e-07
131,me llena de felicidad voltear al pasado y recordar mis inicios en morena siempre impulsados por la honestidad el respeto y el compromiso con el pueblogracias a todos quienes me han acompañado en este camino estamos en la recta final de un largo recorrido en el que hemos trabajado mucho pero estoy convencido de que nos esperan cosas realmente grandes,"['llena', 'felicidad', 'voltear', 'pasado', 'recordar', 'inicios', 'morena', 'siempre', 'impulsados', 'honestidad', 'respeto', 'compromiso', 'pueblogracias', 'acompañado', 'camino', 'recta', 'final', 'largo', 'recorrido', 'trabajado', 'convencido', 'esperan', 'cosas', 'realmente', 'grandes']","['llenar', 'felicidad', 'voltear', 'recordar', 'inicio', 'morena', 'impulsado', 'honestidad', 'respeto', 'compromiso', 'pueblogracia', 'acompañar', 'camino', 'recta', 'recorrido', 'trabajar', 'convencido', 'esperar', 'cosa', 'realmente']","[('me', 'llena'), ('llena', 'de'), ('de', 'felicidad'), ('felicidad', 'voltear'), ('voltear', 'al'), ('al', 'pasado'), ('pasado', 'y'), ('y', 'recordar'), ('recordar', 'mis'), ('mis', 'inicios'), ('inicios', 'en'), ('en', 'morena'), ('morena', 'siempre'), ('siempre', 'impulsados'), ('impulsados', 'por'), ('por', 'la'), ('la', 'honestidad'), ('honestidad', 'el'), ('el', 'respeto'), ('respeto', 'y'), ('y', 'el'), ('el', 'compromiso'), ('compromiso', 'con'), ('con', 'el'), ('el', 'pueblogracias'), ('pueblogracias', 'a'), ('a', 'todos'), ('todos', 'quienes'), ('quienes', 'me'), ('me', 'han'), ('han', 'acompañado'), ('acompañado', 'en'), ('en', 'este'), ('este', 'camino'), ('camino', 'estamos'), ('estamos', 'en'), ('en', 'la'), ('la', 'recta'), ('recta', 'final'), ('final', 'de'), ('de', 'un'), ('un', 'largo'), ('largo', 'recorrido'), ('recorrido', 'en'), ('en', 'el'), ('el', 'que'), ('que', 'hemos'), ('hemos', 'trabajado'), ('trabajado', 'mucho'), ('mucho', 'pero'), ('pero', 'estoy'), ('estoy', 'convencido'), ('convencido', 'de'), ('de', 'que'), ('que', 'nos'), ('nos', 'esperan'), ('esperan', 'cosas'), ('cosas', 'realmente'), ('realmente', 'grandes')]",yo llenar de felicidad voltear al pasado y recordar mi inicio en morena siempre impulsado por el honestidad el respeto y el compromiso con el pueblogracia a todo quien yo haber acompañar en este camino estar en el recta final de uno largo recorrido en el que haber trabajar mucho pero estar convencido de que yo esperar cosa realmente grande,3.26760718680652e-09
134,tuve el honor de pasar un momento muy especial en tlajomulco donde compartí con cientos de personas las razones por las que aspiro a ser el coordinador de los comités de las defensa de la 4t en jaliscogracias por su recibimiento y amistad juntas y juntos haremos que la transformación llegue a jalisco,"['honor', 'pasar', 'momento', 'especial', 'tlajomulco', 'compartí', 'cientos', 'personas', 'razones', 'aspiro', 'coordinador', 'comités', 'defensa', 'jaliscogracias', 'recibimiento', 'amistad', 'juntas', 'juntos', 'haremos', 'transformación', 'llegue', 'jalisco']","['tener', 'honor', 'pasar', 'momento', 'especial', 'tlajomulco', 'compartí', 'ciento', 'persona', 'razón', 'aspirar', 'coordinador', 'comités', 'defensa', 't', 'jaliscogracia', 'recibimiento', 'amistad', 'junto', 'junto', 'hacer', 'transformación', 'llegar', 'jalisco']","[('tuve', 'el'), ('el', 'honor'), ('honor', 'de'), ('de', 'pasar'), ('pasar', 'un'), ('un', 'momento'), ('momento', 'muy'), ('muy', 'especial'), ('especial', 'en'), ('en', 'tlajomulco'), ('tlajomulco', 'donde'), ('donde', 'compartí'), ('compartí', 'con'), ('con', 'cientos'), ('cientos', 'de'), ('de', 'personas'), ('personas', 'las'), ('las', 'razones'), ('razones', 'por'), ('por', 'las'), ('las', 'que'), ('que', 'aspiro'), ('aspiro', 'a'), ('a', 'ser'), ('ser', 'el'), ('el', 'coordinador'), ('coordinador', 'de'), ('de', 'los'), ('los', 'comités'), ('comités', 'de'), ('de', 'las'), ('las', 'defensa'), ('defensa', 'de'), ('de', 'la'), ('la', '4'), ('4', 't'), ('t', 'en'), ('en', 'jaliscogracias'), ('jaliscogracias', 'por'), ('por', 'su'), ('su', 'recibimiento'), ('recibimiento', 'y'), ('y', 'amistad'), ('amistad', 'juntas'), ('juntas', 'y'), ('y', 'juntos'), ('juntos', 'haremos'), ('haremos', 'que'), ('que', 'la'), ('la', 'transformación'), ('transformación', 'llegue'), ('llegue', 'a'), ('a', 'jalisco')]",tener el honor de pasar uno momento mucho especial en tlajomulco donde compartí con ciento de persona el razón por el que aspirar a ser el coordinador de el comités de el defensa de el 4 t en jaliscogracia por su recibimiento y amistad junto y junto hacer que el transformación llegar a jalisco,2.6195417710895725e-05
137,desde inicios de mi carrera mi objetivo siempre ha sido ayudar a las personas que más lo necesitan muchas gracias a quienes me han acompañado en este camino todavía falta mucho por recorrer pero estoy convencido de que vienen cosas muy grandes,"['inicios', 'carrera', 'objetivo', 'siempre', 'sido', 'ayudar', 'personas', 'necesitan', 'muchas', 'gracias', 'acompañado', 'camino', 'todavía', 'falta', 'recorrer', 'convencido', 'vienen', 'cosas', 'grandes']","['inicio', 'carrera', 'objetivo', 'ayudar', 'persona', 'necesitar', 'gracia', 'acompañar', 'camino', 'faltar', 'recorrer', 'convencido', 'venir', 'cosa']","[('desde', 'inicios'), ('inicios', 'de'), ('de', 'mi'), ('mi', 'carrera'), ('carrera', 'mi'), ('mi', 'objetivo'), ('objetivo', 'siempre'), ('siempre', 'ha'), ('ha', 'sido'), ('sido', 'ayudar'), ('ayudar', 'a'), ('a', 'las'), ('las', 'personas'), ('personas', 'que'), ('que', 'más'), ('más', 'lo'), ('lo', 'necesitan'), ('necesitan', 'muchas'), ('muchas', 'gracias'), ('gracias', 'a'), ('a', 'quienes'), ('quienes', 'me'), ('me', 'han'), ('han', 'acompañado'), ('acompañado', 'en'), ('en', 'este'), ('este', 'camino'), ('camino', 'todavía'), ('todavía', 'falta'), ('falta', 'mucho'), ('mucho', 'por'), ('por', 'recorrer'), ('recorrer', 'pero'), ('pero', 'estoy'), ('estoy', 'convencido'), ('convencido', 'de'), ('de', 'que'), ('que', 'vienen'), ('vienen', 'cosas'), ('cosas', 'muy'), ('muy', 'grandes')]",desde inicio de mi carrera mi objetivo siempre haber ser ayudar a el persona que más él necesitar mucho gracia a quien yo haber acompañar en este camino todavía faltar mucho por recorrer pero estar convencido de que venir cosa mucho grande,9.994726142119127e-08
140,hoy nuestra compañera   rindió su segundo informe como diputada de jalisco quiero expresar mi profunda admiración por sus incansables esfuerzos en la lucha por la igualdad y la justicia socialmaría es un ejemplo de valentía y compromiso para todas y todos todo nuestro apoyo en tu segundo informe,"['compañera', 'rindió', 'segundo', 'informe', 'diputada', 'jalisco', 'quiero', 'expresar', 'profunda', 'admiración', 'incansables', 'esfuerzos', 'lucha', 'igualdad', 'justicia', 'socialmaría', 'ejemplo', 'valentía', 'compromiso', 'todas', 'apoyo', 'segundo', 'informe']","['compañera', 'rendir', 'informe', 'diputada', 'jalisco', 'quiero', 'expresar', 'profundo', 'admiración', 'incansable', 'esfuerzo', 'lucha', 'igualdad', 'justicia', 'socialmacer', 'ejemplo', 'valentía', 'compromiso', 'apoyo', 'informe']","[('hoy', 'nuestra'), ('nuestra', 'compañera'), ('compañera', '  '), ('  ', 'rindió'), ('rindió', 'su'), ('su', 'segundo'), ('segundo', 'informe'), ('informe', 'como'), ('como', 'diputada'), ('diputada', 'de'), ('de', 'jalisco'), ('jalisco', 'quiero'), ('quiero', 'expresar'), ('expresar', 'mi'), ('mi', 'profunda'), ('profunda', 'admiración'), ('admiración', 'por'), ('por', 'sus'), ('sus', 'incansables'), ('incansables', 'esfuerzos'), ('esfuerzos', 'en'), ('en', 'la'), ('la', 'lucha'), ('lucha', 'por'), ('por', 'la'), ('la', 'igualdad'), ('igualdad', 'y'), ('y', 'la'), ('la', 'justicia'), ('justicia', 'socialmaría'), ('socialmaría', 'es'), ('es', 'un'), ('un', 'ejemplo'), ('ejemplo', 'de'), ('de', 'valentía'), ('valentía', 'y'), ('y', 'compromiso'), ('compromiso', 'para'), ('para', 'todas'), ('todas', 'y'), ('y', 'todos'), ('todos', 'todo'), ('todo', 'nuestro'), ('nuestro', 'apoyo'), ('apoyo', 'en'), ('en', 'tu'), ('tu', 'segundo'), ('segundo', 'informe')]",hoy nuestro compañera    rendir su segundo informe como diputada de jalisco quiero expresar mi profundo admiración por su incansable esfuerzo en el lucha por el igualdad y el justicia socialmacer ser uno ejemplo de valentía y compromiso para todo y todo todo nuestro apoyo en tu segundo informe,1.2091560842525665e-05
143,hoy como cada 25 del mes conmemoramos el día para generar conciencia y prevenir la violencia contra mujeres y niñas es un día para reflexionar sobre nuestras accionesjuntas y juntos hagamos un llamado a la paz y al respeto hoy y todos los días,"['cada', 'mes', 'conmemoramos', 'generar', 'conciencia', 'prevenir', 'violencia', 'mujeres', 'niñas', 'reflexionar', 'accionesjuntas', 'juntos', 'hagamos', 'llamado', 'paz', 'respeto', 'días']","['mes', 'conmemorar', 'generar', 'conciencia', 'prevenir', 'violencia', 'mujer', 'niña', 'reflexionar', 'accionesjunta', 'junto', 'hacer', 'llamado', 'paz', 'respeto']","[('hoy', 'como'), ('como', 'cada'), ('cada', '25'), ('25', 'del'), ('del', 'mes'), ('mes', 'conmemoramos'), ('conmemoramos', 'el'), ('el', 'día'), ('día', 'para'), ('para', 'generar'), ('generar', 'conciencia'), ('conciencia', 'y'), ('y', 'prevenir'), ('prevenir', 'la'), ('la', 'violencia'), ('violencia', 'contra'), ('contra', 'mujeres'), ('mujeres', 'y'), ('y', 'niñas'), ('niñas', 'es'), ('es', 'un'), ('un', 'día'), ('día', 'para'), ('para', 'reflexionar'), ('reflexionar', 'sobre'), ('sobre', 'nuestras'), ('nuestras', 'accionesjuntas'), ('accionesjuntas', 'y'), ('y', 'juntos'), ('juntos', 'hagamos'), ('hagamos', 'un'), ('un', 'llamado'), ('llamado', 'a'), ('a', 'la'), ('la', 'paz'), ('paz', 'y'), ('y', 'al'), ('al', 'respeto'), ('respeto', 'hoy'), ('hoy', 'y'), ('y', '\xa0'), ('\xa0', 'todos'), ('todos', '\xa0'), ('\xa0', 'los'), ('los', '\xa0'), ('\xa0', 'días')]",hoy como cada 25 del mes conmemorar el día para generar conciencia y prevenir el violencia contra mujer y niña ser uno día para reflexionar sobre nuestro accionesjunta y junto hacer uno llamado a el paz y al respeto hoy y   todo   el   día,1.8448478473216397e-06
146,han sido casi 20 años de lucha esfuerzo y dedicación somos tercos y para lograr una verdadera transformación se requiere carácter y valentía es un honor estar con ustedes y recibir tanto cariño esto lo hacemos juntos,"['sido', 'casi', 'años', 'lucha', 'esfuerzo', 'dedicación', 'tercos', 'lograr', 'verdadera', 'transformación', 'requiere', 'carácter', 'valentía', 'honor', 'ustedes', 'recibir', 'cariño', 'hacemos', 'juntos']","['año', 'lucha', 'esfuerzo', 'dedicación', 'terco', 'lograr', 'transformación', 'requerir', 'carácter', 'valentía', 'honor', 'recibir', 'cariño', 'junto']","[('han', 'sido'), ('sido', 'casi'), ('casi', '20'), ('20', 'años'), ('años', 'de'), ('de', 'lucha'), ('lucha', 'esfuerzo'), ('esfuerzo', 'y'), ('y', 'dedicación'), ('dedicación', 'somos'), ('somos', 'tercos'), ('tercos', 'y'), ('y', 'para'), ('para', 'lograr'), ('lograr', 'una'), ('una', 'verdadera'), ('verdadera', 'transformación'), ('transformación', 'se'), ('se', 'requiere'), ('requiere', 'carácter'), ('carácter', 'y'), ('y', 'valentía'), ('valentía', 'es'), ('es', 'un'), ('un', 'honor'), ('honor', 'estar'), ('estar', 'con'), ('con', 'ustedes'), ('ustedes', 'y'), ('y', 'recibir'), ('recibir', 'tanto'), ('tanto', 'cariño'), ('cariño', 'esto'), ('esto', 'lo'), ('lo', 'hacemos'), ('hacemos', 'juntos')]",haber ser casi 20 año de lucha esfuerzo y dedicación ser terco y para lograr uno verdadero transformación él requerir carácter y valentía ser uno honor estar con tú y recibir tanto cariño este él hacer junto,7.717889647936653e-05
149,mi único camino es la honestidad y el amor por nuestra gente,"['único', 'camino', 'honestidad', 'amor', 'gente']","['único', 'camino', 'honestidad', 'amor', 'gente']","[('mi', 'único'), ('único', 'camino'), ('camino', 'es'), ('es', 'la'), ('la', 'honestidad'), ('honestidad', 'y'), ('y', 'el'), ('el', 'amor'), ('amor', 'por'), ('por', 'nuestra'), ('nuestra', 'gente')]",mi único camino ser el honestidad y el amor por nuestro gente,0.08791895499152487
152,para quienes tenemos esta vocación y dedicamos nuestra vida a esta hermosa profesión sabemos que ser médico va más allá de tener un título es un compromiso una promesa de cuidar la salud y el bienestar de las personasen este día del médico celebremos la valentía el compromiso y los valores humanos que cada médico aporta a la sociedad a todos mis colegas feliz día,"['vocación', 'dedicamos', 'vida', 'hermosa', 'profesión', 'sabemos', 'médico', 'allá', 'tener', 'título', 'compromiso', 'promesa', 'cuidar', 'salud', 'bienestar', 'personasen', 'médico', 'celebremos', 'valentía', 'compromiso', 'valores', 'humanos', 'cada', 'médico', 'aporta', 'sociedad', 'colegas', 'feliz']","['vocación', 'dedicar', 'vida', 'hermoso', 'profesión', 'médico', 'allá', 'título', 'compromiso', 'promesa', 'cuidar', 'salud', 'bienestar', 'personar', 'médico', 'celebrar', 'valentía', 'compromiso', 'valor', 'humano', 'médico', 'aportar', 'sociedad', 'colega', 'feliz']","[('para', 'quienes'), ('quienes', 'tenemos'), ('tenemos', 'esta'), ('esta', 'vocación'), ('vocación', 'y'), ('y', 'dedicamos'), ('dedicamos', 'nuestra'), ('nuestra', 'vida'), ('vida', 'a'), ('a', 'esta'), ('esta', 'hermosa'), ('hermosa', 'profesión'), ('profesión', 'sabemos'), ('sabemos', 'que'), ('que', 'ser'), ('ser', 'médico'), ('médico', 'va'), ('va', 'más'), ('más', 'allá'), ('allá', 'de'), ('de', 'tener'), ('tener', 'un'), ('un', 'título'), ('título', 'es'), ('es', 'un'), ('un', 'compromiso'), ('compromiso', 'una'), ('una', 'promesa'), ('promesa', 'de'), ('de', 'cuidar'), ('cuidar', 'la'), ('la', 'salud'), ('salud', 'y'), ('y', 'el'), ('el', 'bienestar'), ('bienestar', 'de'), ('de', 'las'), ('las', 'personasen'), ('personasen', 'este'), ('este', 'día'), ('día', 'del'), ('del', 'médico'), ('médico', 'celebremos'), ('celebremos', 'la'), ('la', 'valentía'), ('valentía', 'el'), ('el', 'compromiso'), ('compromiso', 'y'), ('y', 'los'), ('los', 'valores'), ('valores', 'humanos'), ('humanos', 'que'), ('que', 'cada'), ('cada', 'médico'), ('médico', 'aporta'), ('aporta', 'a'), ('a', 'la'), ('la', 'sociedad'), ('sociedad', 'a'), ('a', 'todos'), ('todos', 'mis'), ('mis', 'colegas'), ('colegas', 'feliz'), ('feliz', 'día')]",para quien tener este vocación y dedicar nuestro vida a este hermoso profesión saber que ser médico ir más allá de tener uno título ser uno compromiso uno promesa de cuidar el salud y el bienestar de el personar este día del médico celebrar el valentía el compromiso y el valor humano que cada médico aportar a el sociedad a todo mi colega feliz día,0.0002483098480459369
155,los grandes resultados se logran cuando trabajamos juntos en equipo con valores sólidos y un compromiso inquebrantable por el bienestar de jalisco y de sus habitantes sigamos construyendo un mejor futuro para todas y todos,"['grandes', 'resultados', 'logran', 'trabajamos', 'juntos', 'equipo', 'valores', 'sólidos', 'compromiso', 'inquebrantable', 'bienestar', 'jalisco', 'habitantes', 'sigamos', 'construyendo', 'mejor', 'futuro', 'todas']","['resultado', 'lograr', 'trabajar', 'junto', 'equipo', 'valor', 'sólido', 'compromiso', 'inquebrantable', 'bienestar', 'jalisco', 'habitante', 'sigar', 'construir', 'futuro']","[('los', 'grandes'), ('grandes', 'resultados'), ('resultados', 'se'), ('se', 'logran'), ('logran', 'cuando'), ('cuando', 'trabajamos'), ('trabajamos', 'juntos'), ('juntos', 'en'), ('en', 'equipo'), ('equipo', 'con'), ('con', 'valores'), ('valores', 'sólidos'), ('sólidos', 'y'), ('y', 'un'), ('un', 'compromiso'), ('compromiso', 'inquebrantable'), ('inquebrantable', 'por'), ('por', 'el'), ('el', 'bienestar'), ('bienestar', 'de'), ('de', 'jalisco'), ('jalisco', 'y'), ('y', 'de'), ('de', 'sus'), ('sus', 'habitantes'), ('habitantes', 'sigamos'), ('sigamos', 'construyendo'), ('construyendo', 'un'), ('un', 'mejor'), ('mejor', 'futuro'), ('futuro', 'para'), ('para', 'todas'), ('todas', 'y'), ('y', 'todos')]",el grande resultado él lograr cuando trabajar junto en equipo con valor sólido y uno compromiso inquebrantable por el bienestar de jalisco y de su habitante sigar construir uno mejor futuro para todo y todo,0.09560161917623834
158,llevo 20 años caminando los senderos de jalisco y cada día estoy más orgulloso de ser de aquí,"['llevo', 'años', 'caminando', 'senderos', 'jalisco', 'cada', 'orgulloso']","['llevar', 'año', 'caminar', 'sendero', 'jalisco', 'orgulloso']","[('llevo', '20'), ('20', 'años'), ('años', 'caminando'), ('caminando', 'los'), ('los', 'senderos'), ('senderos', 'de'), ('de', 'jalisco'), ('jalisco', 'y'), ('y', 'cada'), ('cada', 'día'), ('día', 'estoy'), ('estoy', 'más'), ('más', 'orgulloso'), ('orgulloso', 'de'), ('de', 'ser'), ('ser', 'de'), ('de', 'aquí')]",llevar 20 año caminar el sendero de jalisco y cada día estar más orgulloso de ser de aquí,0.021067584963722855
161,resolvamos esto de una vez por todas cuáles son las mejores tortas ahogadas de guadalajara,"['resolvamos', 'vez', 'todas', 'cuáles', 'mejores', 'tortas', 'ahogadas', 'guadalajara']","['resolir', 'mejor', 'torta', 'ahogada', 'guadalajara']","[('resolvamos', 'esto'), ('esto', 'de'), ('de', 'una'), ('una', 'vez'), ('vez', 'por'), ('por', 'todas'), ('todas', 'cuáles'), ('cuáles', 'son'), ('son', 'las'), ('las', 'mejores'), ('mejores', 'tortas'), ('tortas', 'ahogadas'), ('ahogadas', 'de'), ('de', 'guadalajara')]",resolir este de uno vez por todo cuál ser el mejor torta ahogada de guadalajara,0.08783067168744352
164,hoy me di una vuelta por el hermoso barrio de mexicaltzingo para saborear una deliciosa torta ahogada de don josé el de la bicicleta gustan,"['di', 'vuelta', 'hermoso', 'barrio', 'mexicaltzingo', 'saborear', 'deliciosa', 'torta', 'ahogada', 'don', 'josé', 'bicicleta', 'gustan']","['dar', 'vuelta', 'hermoso', 'barrio', 'mexicaltzingo', 'saborear', 'deliciós', 'torta', 'ahogado', 'don', 'josé', 'bicicleta', 'gustar']","[('hoy', 'me'), ('me', 'di'), ('di', 'una'), ('una', 'vuelta'), ('vuelta', 'por'), ('por', 'el'), ('el', 'hermoso'), ('hermoso', 'barrio'), ('barrio', 'de'), ('de', 'mexicaltzingo'), ('mexicaltzingo', 'para'), ('para', 'saborear'), ('saborear', 'una'), ('una', 'deliciosa'), ('deliciosa', 'torta'), ('torta', 'ahogada'), ('ahogada', 'de'), ('de', 'don'), ('don', 'josé'), ('josé', 'el'), ('el', 'de'), ('de', 'la'), ('la', 'bicicleta'), ('bicicleta', 'gustan')]",hoy yo dar uno vuelta por el hermoso barrio de mexicaltzingo para saborear uno deliciós torta ahogado de don josé el de el bicicleta gustar,0.025601604451528964
